@RELATION RAVDESSAngryMale
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry male,calm male,disgust male,fearful male,happy male,neutral male,sad male,surprised male}

@DATA
0.085170,0.006464,2.470425,0.243548,0.203180,0.956611,0.005551,0.085080,-37.134169,0.939057,-0.247863,-0.171029,-0.195784,0.030218,0.079142,-0.005975,-0.072098,-0.053501,-0.199440,-0.204291,-0.110483,0.012358,0.008053,0.022723,0.012202,0.009033,0.003691,0.036143,0.004865,0.004383,0.008771,0.010998,0.006476,0.019307,0.062265,0.009723,0.554988,0.106753,0.058819,0.607457,0.004138,0.113312,3.596306,0.689101,0.753791,0.483844,0.403501,0.253830,0.215663,0.235006,0.232167,0.253412,0.194106,0.199952,0.237354,0.016562,0.012779,0.032017,0.018987,0.013060,0.003752,0.033325,0.008573,0.006171,0.011903,0.009593,0.009791,0.012333,angry male
0.073897,0.009876,2.749090,0.257947,0.227024,0.945032,0.006813,0.101036,-35.220698,1.365193,0.072815,0.013285,-0.255438,-0.007171,0.227538,0.082474,0.003465,0.027910,-0.041405,0.019986,-0.057594,0.009010,0.005804,0.032657,0.006888,0.009746,0.011117,0.034318,0.002644,0.005758,0.011371,0.012660,0.006864,0.017157,0.050769,0.013507,0.481457,0.083990,0.045060,0.499001,0.009504,0.083354,3.409649,0.795936,0.660359,0.434367,0.480089,0.306725,0.287084,0.307462,0.252818,0.214165,0.237219,0.158432,0.209646,0.009475,0.006668,0.039530,0.008613,0.009535,0.012040,0.034659,0.003397,0.008269,0.011254,0.013382,0.008263,0.012773,angry male
0.080596,0.006658,2.579155,0.224413,0.193722,1.048067,0.005865,0.124781,-35.647570,1.068054,-0.182728,-0.090257,-0.132535,0.006815,0.031001,-0.166885,-0.060166,-0.221849,-0.114611,-0.097107,-0.020789,0.010025,0.006646,0.018616,0.011462,0.016975,0.007936,0.035226,0.001815,0.006007,0.008950,0.011276,0.003427,0.019193,0.056702,0.008928,0.533950,0.090650,0.049191,0.588848,0.005300,0.130985,3.005626,0.726507,0.656470,0.546436,0.335734,0.309054,0.251838,0.267885,0.200444,0.211841,0.232943,0.276355,0.206154,0.012047,0.009265,0.020172,0.013782,0.020055,0.012340,0.030991,0.002568,0.007811,0.008016,0.012962,0.003648,0.012863,angry male
0.084697,0.014230,2.688855,0.297069,0.235437,1.247848,0.006780,0.224210,-34.878644,1.158401,-0.280216,-0.199958,-0.249344,-0.101752,-0.078710,-0.210471,-0.021274,-0.179095,-0.048479,-0.100661,-0.054835,0.010568,0.005648,0.016272,0.015876,0.015039,0.006252,0.017949,0.004770,0.006459,0.006199,0.011323,0.006743,0.013312,0.060683,0.015143,0.464005,0.089033,0.037427,0.628805,0.008201,0.133178,3.370672,0.606691,0.552234,0.450070,0.289881,0.306689,0.271492,0.241355,0.290394,0.303663,0.297009,0.277248,0.197834,0.011798,0.008580,0.016428,0.022267,0.022614,0.007367,0.021393,0.006723,0.007836,0.005765,0.014105,0.008066,0.009761,angry male
0.099946,0.010203,3.018188,0.260491,0.213962,1.199911,0.016753,0.200544,-33.987709,0.812146,-0.260749,-0.227282,-0.067043,0.061633,-0.101097,-0.245596,-0.226532,-0.343647,-0.203698,-0.046473,-0.001488,0.007912,0.001966,0.019365,0.017491,0.014202,0.012194,0.020445,0.002789,0.004143,0.006556,0.007434,0.003211,0.016158,0.065803,0.016719,0.315363,0.094040,0.037841,0.641227,0.032331,0.141697,3.302761,0.760790,0.818225,0.589743,0.375525,0.372111,0.251752,0.287669,0.228703,0.297615,0.271608,0.276858,0.254527,0.012459,0.001660,0.026866,0.021935,0.023276,0.014772,0.024347,0.004193,0.007278,0.006939,0.008663,0.004881,0.012620,angry male
0.060192,0.013253,2.995123,0.207794,0.196569,0.680741,0.045432,0.086760,-34.475251,1.474942,0.088278,-0.139311,-0.110091,0.293491,0.053012,0.061488,-0.034756,0.026891,-0.074049,-0.040701,-0.080643,0.008471,0.006466,0.019721,0.007362,0.012007,0.009969,0.073113,0.003985,0.003664,0.009591,0.019479,0.005106,0.027870,0.056494,0.017170,0.357694,0.110045,0.063048,0.567987,0.061796,0.092313,3.382970,0.726344,0.826492,0.467595,0.450724,0.310146,0.299906,0.232709,0.239104,0.215004,0.192360,0.199047,0.227747,0.013240,0.011571,0.025375,0.009610,0.016575,0.011102,0.040057,0.006831,0.005492,0.010343,0.029594,0.008207,0.011524,angry male
0.061576,0.008233,2.796509,0.236344,0.240313,0.517341,0.009837,0.066539,-34.422879,2.079196,0.183077,0.181442,-0.000438,0.050786,0.182320,0.076444,0.010145,0.026463,-0.072901,0.016596,-0.094210,0.012302,0.004494,0.057549,0.007360,0.012048,0.006779,0.089936,0.002614,0.004468,0.008509,0.022545,0.005571,0.037741,0.058235,0.009633,0.285845,0.062544,0.030914,0.473029,0.007265,0.083129,3.150554,0.778923,0.724005,0.403112,0.414418,0.290843,0.230275,0.233330,0.262335,0.225573,0.188167,0.183351,0.211601,0.015614,0.009497,0.057653,0.009725,0.018732,0.008867,0.054520,0.006326,0.006608,0.010270,0.026431,0.007809,0.015642,angry male
0.093860,0.009837,2.952244,0.278794,0.230834,1.259385,0.020485,0.265658,-34.839831,1.617907,-0.013004,0.122405,-0.100286,0.080008,0.042355,-0.049314,-0.092617,-0.128327,-0.116696,-0.001251,-0.160289,0.009485,0.002440,0.019734,0.010429,0.008552,0.009263,0.041311,0.002817,0.005184,0.019692,0.023917,0.005376,0.019319,0.050334,0.011643,0.287092,0.084159,0.043802,0.505994,0.033623,0.123925,2.255894,0.458176,0.498047,0.352964,0.271644,0.245145,0.198315,0.241779,0.202372,0.197264,0.159029,0.197938,0.155047,0.008127,0.003283,0.016793,0.011822,0.008309,0.010916,0.029219,0.004311,0.004434,0.018869,0.019655,0.009024,0.009634,angry male
0.067559,0.009612,2.575184,0.305337,0.255981,1.019666,0.006239,0.044990,-36.446982,1.405980,0.052862,0.014847,-0.149068,0.077836,0.181324,-0.019644,-0.018744,0.043157,0.048116,0.036462,-0.054392,0.007052,0.005211,0.030108,0.007084,0.008490,0.007015,0.088484,0.004311,0.006371,0.008932,0.016061,0.007261,0.031127,0.059016,0.011775,0.399791,0.077935,0.037965,0.491749,0.004466,0.055705,3.578506,0.508152,0.612911,0.480657,0.358020,0.241323,0.270437,0.227862,0.236349,0.180095,0.204448,0.184100,0.183141,0.009082,0.008491,0.019522,0.010287,0.010021,0.009838,0.059357,0.009881,0.007597,0.009827,0.018358,0.012495,0.016263,angry male
0.071827,0.004888,2.758733,0.267078,0.254310,0.648286,0.006097,0.054979,-37.058710,1.407352,0.184548,0.189677,0.059941,0.104031,0.112903,0.060812,-0.009155,-0.063983,-0.082210,-0.022075,-0.136055,0.007180,0.001724,0.064952,0.011437,0.006151,0.003918,0.159420,0.001587,0.003759,0.009171,0.014600,0.003786,0.053253,0.052383,0.005591,0.311096,0.072046,0.028706,0.420092,0.003818,0.055007,3.284102,0.538887,0.605018,0.448713,0.395906,0.206001,0.214237,0.204186,0.187283,0.228779,0.184658,0.173982,0.172097,0.010256,0.002410,0.061686,0.014013,0.006382,0.004730,0.062312,0.002262,0.007103,0.008278,0.015486,0.006267,0.015204,angry male
0.084035,0.004609,2.844866,0.251110,0.242072,0.755271,0.006535,0.125146,-35.009062,1.631425,0.482355,0.317387,-0.211195,0.149370,0.178218,0.038650,0.099824,-0.033934,0.054377,-0.021406,0.070797,0.007739,0.004019,0.053414,0.008328,0.009484,0.005183,0.126542,0.002707,0.003429,0.003219,0.011995,0.003409,0.043122,0.067481,0.006431,0.309650,0.067124,0.030236,0.617868,0.005504,0.140211,2.485005,0.701436,0.705502,0.294823,0.420684,0.202020,0.277947,0.198250,0.240799,0.157220,0.194816,0.179280,0.162911,0.007671,0.008548,0.048785,0.009219,0.007468,0.006222,0.051309,0.006291,0.004703,0.002948,0.015202,0.005845,0.015936,angry male
0.047382,0.008733,2.962228,0.203834,0.230996,0.341371,0.021846,0.049880,-34.232600,1.970503,0.238100,0.096148,0.007422,-0.015649,0.185600,0.007770,0.096565,0.027976,-0.030631,-0.038438,-0.150158,0.006928,0.004698,0.025033,0.006097,0.006224,0.007241,0.101543,0.001057,0.003801,0.015780,0.012991,0.008737,0.035065,0.042379,0.013696,0.276739,0.063739,0.030611,0.295540,0.022594,0.053691,3.004178,0.785143,0.756167,0.492548,0.400508,0.337473,0.286459,0.198443,0.221866,0.177800,0.217513,0.189388,0.184326,0.008615,0.007786,0.027422,0.009299,0.009450,0.010923,0.039889,0.001601,0.007020,0.018856,0.015000,0.017336,0.011670,angry male
0.090697,0.007379,2.930098,0.258183,0.216368,1.101613,0.007617,0.105849,-33.980885,0.848319,-0.240228,-0.095823,-0.168659,0.038198,-0.128321,-0.359577,-0.212354,-0.169947,0.010723,-0.028035,-0.111563,0.012073,0.005690,0.016412,0.008969,0.012115,0.012798,0.017562,0.004716,0.011890,0.010038,0.009090,0.004432,0.014367,0.056625,0.011121,0.353614,0.083404,0.039695,0.495560,0.006180,0.094785,3.950782,0.996887,0.717223,0.453022,0.369417,0.384367,0.281298,0.299194,0.288856,0.287991,0.323502,0.299236,0.300187,0.021570,0.010179,0.023659,0.011294,0.020278,0.020529,0.022973,0.006148,0.014302,0.012329,0.009637,0.004550,0.009863,angry male
0.078679,0.006302,2.818654,0.247482,0.221310,0.879807,0.008111,0.104156,-34.093323,1.401471,-0.114763,-0.015140,-0.164266,-0.038170,0.075141,-0.115833,0.001566,-0.156279,-0.096696,-0.131273,-0.131356,0.008067,0.005476,0.040686,0.012452,0.010253,0.007744,0.026034,0.002749,0.006411,0.017532,0.019685,0.006756,0.021382,0.057160,0.007863,0.482892,0.099617,0.041796,0.545722,0.005221,0.116164,3.758414,0.873078,0.870104,0.519319,0.478288,0.334654,0.242653,0.301802,0.227794,0.264542,0.225012,0.221415,0.283704,0.008530,0.007350,0.040125,0.015752,0.011396,0.012374,0.023742,0.004203,0.011316,0.015621,0.020271,0.011870,0.014206,angry male
0.040110,0.012082,2.531047,0.314187,0.231287,0.679471,0.005128,0.050177,-38.732835,0.985362,-0.011010,-0.040088,-0.105553,-0.088392,0.002027,-0.044036,-0.085725,-0.081508,-0.110744,-0.077540,-0.073979,0.009383,0.003295,0.022994,0.012126,0.015813,0.005715,0.020560,0.002744,0.004609,0.007387,0.008396,0.003984,0.013859,0.034232,0.015665,0.489817,0.106745,0.055610,0.551661,0.005565,0.060970,3.615924,0.521639,0.518588,0.351206,0.312731,0.181571,0.211000,0.177678,0.201973,0.203416,0.188696,0.205384,0.168704,0.010424,0.004687,0.024443,0.015418,0.018739,0.005187,0.022343,0.002843,0.005909,0.006874,0.007682,0.005011,0.011709,angry male
0.100800,0.011885,2.906767,0.231164,0.227231,0.936360,0.006800,0.110500,-34.233715,0.986445,-0.571489,-0.338036,-0.430884,0.096865,-0.046431,-0.112458,-0.026337,-0.231591,-0.272431,-0.104592,-0.039423,0.011053,0.005637,0.021998,0.018349,0.013636,0.007580,0.024915,0.002631,0.007509,0.009241,0.013259,0.006959,0.016489,0.046016,0.012957,0.421212,0.073309,0.039909,0.472089,0.005050,0.071509,3.222416,0.687117,0.699647,0.434057,0.443263,0.319117,0.268657,0.264350,0.201845,0.237962,0.223297,0.214233,0.299216,0.012836,0.004867,0.020559,0.019594,0.017016,0.008872,0.025478,0.003509,0.009768,0.007831,0.017887,0.008150,0.011268,angry male
0.073301,0.009718,3.017791,0.257497,0.237585,0.669832,0.005386,0.109733,-36.534811,0.616526,-0.248510,-0.141077,-0.467404,-0.158056,-0.115038,-0.192964,-0.081624,0.088705,-0.005761,0.070966,-0.069061,0.006711,0.002629,0.015380,0.005711,0.006164,0.006852,0.063067,0.003571,0.007154,0.008186,0.013254,0.009643,0.024437,0.045566,0.010614,0.265509,0.061297,0.022280,0.440786,0.003653,0.098363,2.436574,0.647938,0.637563,0.383231,0.393972,0.265402,0.246022,0.296562,0.248391,0.290242,0.235334,0.214729,0.170293,0.011154,0.002849,0.023294,0.009644,0.006963,0.008721,0.029321,0.005782,0.007303,0.009054,0.016725,0.013232,0.011185,angry male
0.079157,0.007696,2.989957,0.190191,0.181757,0.820694,0.013479,0.083296,-36.221216,0.825990,-0.279935,-0.226953,-0.203085,-0.057556,-0.076277,-0.167893,0.034695,-0.000102,-0.025488,-0.048739,-0.042209,0.007729,0.004705,0.016448,0.005822,0.012665,0.005367,0.054843,0.002124,0.005404,0.014779,0.010216,0.009565,0.023263,0.048472,0.011404,0.347212,0.076931,0.049122,0.481304,0.034827,0.074087,2.902507,0.753522,0.611058,0.741952,0.363098,0.370923,0.355845,0.275177,0.318792,0.271248,0.268599,0.249172,0.198249,0.009949,0.009855,0.020776,0.009256,0.016779,0.008489,0.033659,0.002784,0.006112,0.018132,0.012615,0.014940,0.011843,angry male
0.099708,0.007563,3.065314,0.206481,0.202289,0.868596,0.009018,0.164946,-32.432728,0.903381,-0.113621,-0.105910,-0.390915,-0.049388,-0.068875,-0.180305,-0.183146,-0.178859,-0.120008,-0.017647,0.139925,0.006504,0.003507,0.017577,0.018698,0.010206,0.013198,0.074080,0.003750,0.005530,0.003636,0.007157,0.004243,0.028159,0.075095,0.010865,0.248634,0.062289,0.028497,0.676816,0.007771,0.153824,2.913391,0.769786,0.864019,0.472719,0.492142,0.309762,0.281868,0.232643,0.271573,0.234926,0.313513,0.273502,0.257495,0.008848,0.006731,0.019706,0.025209,0.014716,0.017578,0.062437,0.005664,0.007489,0.003342,0.008740,0.006071,0.016135,angry male
0.112347,0.014836,2.938801,0.273693,0.231763,0.744525,0.005205,0.091308,-36.227938,0.002335,-0.643446,-0.278472,-0.253335,0.151682,0.066972,-0.117534,-0.166209,-0.083091,0.106238,-0.015562,-0.100157,0.003809,0.002279,0.010590,0.005623,0.006293,0.013226,0.033586,0.010752,0.005847,0.004019,0.004221,0.003433,0.014410,0.054060,0.019117,0.361580,0.057513,0.033515,0.432688,0.003564,0.076070,3.577905,0.631598,0.589400,0.528470,0.306686,0.358054,0.374761,0.320402,0.368801,0.228092,0.216655,0.191729,0.163277,0.002902,0.002274,0.009556,0.005655,0.005071,0.015944,0.042688,0.019641,0.006224,0.003105,0.002691,0.003480,0.013207,angry male
0.037729,0.002432,2.924607,0.142781,0.206927,0.345470,0.042038,0.061486,-34.322047,1.560762,0.092383,-0.119431,-0.218646,0.309412,0.087147,0.077518,-0.077369,-0.094381,-0.116035,-0.064484,-0.016052,0.006523,0.002278,0.018834,0.009001,0.006073,0.004485,0.129528,0.002548,0.003650,0.004530,0.008537,0.003031,0.039818,0.030264,0.004124,0.264270,0.037683,0.024470,0.347166,0.052564,0.069589,3.011022,0.782226,0.666178,0.481188,0.396812,0.261626,0.266730,0.212812,0.187740,0.188626,0.185128,0.239117,0.183538,0.010921,0.004223,0.019317,0.013956,0.007794,0.005682,0.060277,0.003697,0.006203,0.007199,0.012832,0.004858,0.015152,angry male
0.051574,0.005685,2.778249,0.247407,0.257724,0.511485,0.011389,0.052042,-36.517524,1.789485,0.138925,0.054883,0.127238,-0.004962,0.073071,0.051178,-0.113749,0.038616,-0.079904,0.022781,-0.082205,0.008193,0.002249,0.041434,0.005582,0.005239,0.007759,0.125390,0.001644,0.002615,0.009963,0.019265,0.005780,0.042871,0.038470,0.007475,0.331213,0.056949,0.024252,0.386786,0.011420,0.078687,3.073884,0.512435,0.647262,0.401524,0.342721,0.190870,0.259527,0.200131,0.197556,0.203366,0.178325,0.223950,0.212310,0.012455,0.002884,0.040684,0.008168,0.005637,0.010641,0.066239,0.003275,0.004179,0.009290,0.016748,0.012066,0.016730,angry male
0.040067,0.005602,2.982240,0.175791,0.215182,0.370068,0.031618,0.042503,-35.739745,1.161441,-0.129406,0.176521,-0.076631,-0.067978,-0.083122,-0.138937,-0.131982,-0.021752,-0.089526,-0.006020,-0.140395,0.005968,0.002992,0.019015,0.009400,0.008280,0.009314,0.113313,0.003023,0.005245,0.005105,0.008261,0.002705,0.038131,0.034659,0.010912,0.373675,0.060393,0.041620,0.301870,0.033703,0.058127,2.621140,0.835230,0.600222,0.481333,0.328255,0.324556,0.304250,0.225865,0.278554,0.316631,0.291156,0.272463,0.239121,0.009449,0.008089,0.027852,0.012734,0.012124,0.011715,0.054309,0.007066,0.009638,0.007268,0.011921,0.004771,0.014364,angry male
0.060870,0.010267,2.729015,0.260123,0.250980,0.566063,0.008790,0.055381,-37.123437,0.942638,-0.147704,0.010849,-0.066618,0.044750,-0.087605,-0.241513,-0.163398,-0.009466,0.141339,0.094028,0.007519,0.003990,0.001857,0.026030,0.006037,0.006168,0.008869,0.118650,0.009069,0.016035,0.005244,0.005967,0.001429,0.039753,0.038880,0.016530,0.416110,0.062236,0.029453,0.397813,0.007636,0.066598,3.607909,0.676339,0.721197,0.522083,0.375832,0.263864,0.308305,0.247436,0.216905,0.282502,0.214261,0.212169,0.226101,0.004724,0.003609,0.028043,0.009922,0.007375,0.011193,0.066571,0.015051,0.027084,0.008005,0.006097,0.001549,0.018280,angry male
0.096774,0.006590,2.961902,0.229197,0.199334,0.709447,0.006216,0.087325,-37.651724,0.328431,-0.543769,-0.322143,-0.214058,-0.067776,0.133868,0.106454,0.055209,-0.047720,-0.018338,0.021895,0.013353,0.005452,0.004494,0.015762,0.007086,0.008148,0.004648,0.038216,0.002819,0.003912,0.004823,0.008585,0.007040,0.014971,0.055713,0.009722,0.272413,0.091039,0.048007,0.491553,0.012669,0.091419,4.239131,0.625736,0.784861,0.566918,0.433576,0.362867,0.262985,0.288073,0.245934,0.221423,0.240622,0.229332,0.157327,0.005239,0.006523,0.016030,0.006036,0.009815,0.005263,0.025528,0.003395,0.004447,0.004368,0.005638,0.009224,0.008895,angry male
0.024427,0.007088,3.112617,0.169913,0.238328,0.245632,0.015190,0.048010,-38.471752,0.843923,-0.051046,0.057012,-0.046257,-0.017975,-0.017106,-0.060614,-0.087172,-0.079213,-0.095507,-0.016811,-0.064925,0.007542,0.002262,0.008834,0.008658,0.006796,0.009651,0.113835,0.002043,0.002763,0.002974,0.004152,0.004710,0.035241,0.019736,0.011095,0.218043,0.062733,0.038193,0.295363,0.022594,0.068099,3.925768,0.695151,0.635971,0.395361,0.403134,0.296555,0.291003,0.259845,0.294085,0.282867,0.224791,0.198095,0.244222,0.010933,0.003425,0.012839,0.011667,0.011348,0.015081,0.034843,0.003512,0.004804,0.005270,0.006872,0.008529,0.008120,angry male
0.073566,0.009489,2.798410,0.304388,0.238076,0.589929,0.005742,0.078396,-38.949779,-0.070001,-0.398458,-0.185911,-0.144329,-0.170415,0.069743,0.205335,0.110825,-0.128319,-0.146346,0.092694,-0.005132,0.004734,0.006927,0.017622,0.007518,0.003180,0.002742,0.026060,0.004536,0.004156,0.003821,0.004013,0.002791,0.013010,0.048521,0.014789,0.477074,0.054737,0.033932,0.507331,0.004148,0.093365,3.289638,0.548565,0.465333,0.495498,0.315839,0.352061,0.260693,0.267484,0.259293,0.245940,0.273022,0.213038,0.152033,0.004845,0.009897,0.020871,0.015399,0.002956,0.002758,0.025511,0.007753,0.008089,0.004398,0.003315,0.002658,0.010537,angry male
0.069593,0.004632,2.805513,0.253310,0.236193,0.648621,0.009188,0.074649,-36.768887,0.700433,-0.041567,-0.150989,-0.133357,-0.158022,0.054825,-0.187593,-0.097329,-0.083594,0.032699,0.030643,-0.037981,0.004281,0.002110,0.035251,0.008647,0.006842,0.009746,0.087073,0.004743,0.006329,0.004514,0.007448,0.003151,0.030335,0.043464,0.006164,0.366488,0.066451,0.022548,0.312580,0.016951,0.047893,2.599717,0.709068,0.680978,0.518901,0.495037,0.338723,0.352754,0.277592,0.269856,0.273188,0.290945,0.262258,0.226145,0.005255,0.002065,0.042326,0.012121,0.011127,0.014459,0.051973,0.008353,0.007846,0.005128,0.007750,0.003701,0.016439,angry male
0.103768,0.004040,2.853256,0.269070,0.225873,1.013844,0.007509,0.130400,-35.642465,1.020897,-0.015450,-0.192825,-0.133496,-0.032500,0.062704,0.007303,-0.056812,-0.124679,-0.047595,0.008740,-0.040074,0.008401,0.005383,0.019155,0.012132,0.012489,0.007165,0.023820,0.002165,0.005592,0.014380,0.014204,0.004640,0.013843,0.047318,0.005358,0.383951,0.067956,0.026347,0.474527,0.008990,0.086940,2.410496,0.744987,0.735088,0.509207,0.361538,0.311820,0.232776,0.301470,0.258097,0.216546,0.216437,0.233633,0.198558,0.008385,0.006247,0.022822,0.013805,0.011586,0.008326,0.026404,0.003118,0.007636,0.015245,0.008668,0.006314,0.009739,angry male
0.087670,0.009980,2.961578,0.207261,0.209196,0.838695,0.005934,0.091381,-35.087583,0.642664,0.034196,-0.148402,-0.302606,0.127408,0.311568,-0.079964,0.136436,-0.070322,-0.206151,-0.132626,-0.220649,0.012086,0.009967,0.022604,0.006825,0.006108,0.003508,0.015677,0.004543,0.006456,0.013194,0.016160,0.008450,0.013536,0.038307,0.013908,0.287901,0.066386,0.037229,0.429416,0.004134,0.075691,4.042755,0.803801,0.683439,0.563923,0.519592,0.312913,0.296312,0.278510,0.305366,0.252395,0.285232,0.243816,0.229451,0.011886,0.016804,0.027401,0.007076,0.005662,0.002360,0.016712,0.006710,0.007149,0.012736,0.016841,0.009714,0.008168,angry male
0.055059,0.016693,2.544436,0.302527,0.244633,0.515323,0.005239,0.033417,-38.798479,0.904349,-0.114756,0.056602,-0.085660,-0.037244,-0.038447,-0.045817,-0.106281,0.035473,0.038348,0.111817,0.032133,0.005718,0.002707,0.035490,0.004909,0.010723,0.014055,0.052636,0.003158,0.005533,0.007711,0.018701,0.005210,0.022280,0.038203,0.028559,0.477692,0.072909,0.044422,0.430775,0.005665,0.029769,3.761979,0.546790,0.566381,0.373886,0.273911,0.263279,0.268726,0.222987,0.315319,0.235557,0.228763,0.224517,0.192484,0.004892,0.002868,0.033222,0.005380,0.015441,0.022822,0.039064,0.004713,0.006314,0.008477,0.020727,0.006043,0.013825,angry male
0.080685,0.010849,2.659452,0.221158,0.196306,0.824269,0.007399,0.074356,-36.455492,0.970913,-0.349242,-0.209533,-0.142537,-0.047856,-0.067695,-0.127969,-0.256091,-0.201568,-0.118057,0.097513,0.074574,0.009858,0.004191,0.020606,0.012794,0.017207,0.015649,0.035161,0.001915,0.004246,0.006933,0.011273,0.004816,0.020010,0.045828,0.017232,0.440374,0.087553,0.052526,0.502534,0.006272,0.075641,3.680536,0.785726,0.909061,0.518368,0.456822,0.292032,0.268515,0.271276,0.246982,0.286906,0.263033,0.286780,0.238231,0.014513,0.007845,0.022173,0.018180,0.020218,0.024743,0.029633,0.002640,0.005394,0.008286,0.012290,0.006251,0.012789,angry male
0.110248,0.007955,3.065388,0.220723,0.213325,1.069697,0.006228,0.153362,-33.363121,0.625680,-0.276017,-0.180604,-0.539825,-0.127138,0.166643,-0.164485,-0.245338,-0.158264,-0.240521,0.072939,0.015925,0.007325,0.005271,0.019133,0.010479,0.014187,0.016483,0.013125,0.006964,0.005323,0.008807,0.013465,0.004568,0.014645,0.045639,0.011604,0.244613,0.056131,0.025788,0.460873,0.004940,0.086161,2.706558,0.785840,0.707933,0.496942,0.451048,0.363384,0.329049,0.276005,0.265062,0.226165,0.272064,0.276299,0.267263,0.009105,0.007924,0.023986,0.011584,0.016551,0.018126,0.022078,0.007015,0.004514,0.011907,0.016676,0.004509,0.010855,angry male
0.075417,0.007489,2.913116,0.202095,0.180555,0.914811,0.020307,0.101240,-35.974668,0.749721,-0.248148,-0.090910,-0.091035,-0.112777,-0.029733,-0.186817,-0.039683,-0.037286,-0.027297,-0.025040,-0.039616,0.006779,0.002690,0.017033,0.009840,0.014001,0.005429,0.054418,0.002766,0.004910,0.010099,0.010756,0.005489,0.022641,0.044184,0.010651,0.433783,0.086476,0.051350,0.540201,0.039398,0.098823,2.730914,0.661675,0.751307,0.649414,0.348013,0.413901,0.272543,0.330243,0.349454,0.360257,0.250441,0.292255,0.225983,0.011619,0.003445,0.014806,0.013224,0.019090,0.007100,0.029283,0.003597,0.005224,0.012002,0.013815,0.008737,0.011557,angry male
0.084912,0.006778,2.984616,0.202150,0.205711,0.742169,0.010693,0.133742,-32.322834,0.920187,-0.063920,-0.169738,-0.461642,-0.030829,-0.097198,-0.274807,-0.194725,-0.226931,-0.095676,-0.040411,0.102122,0.006198,0.003465,0.021678,0.013548,0.012064,0.013842,0.074175,0.003841,0.008899,0.004383,0.006772,0.004627,0.027902,0.065082,0.011361,0.474820,0.059565,0.021767,0.607091,0.008833,0.148510,2.839533,0.827113,0.818562,0.422823,0.449650,0.301652,0.263318,0.248198,0.229580,0.294800,0.278078,0.294792,0.262452,0.007652,0.004971,0.024810,0.019334,0.014597,0.016239,0.049182,0.005523,0.015959,0.004358,0.006810,0.006928,0.013167,angry male
